,title,company,location,link,description,skills
0,newSocial Media Manager,HBPA of Alberta,"Edmonton, AB",https://ca.indeed.com/company/HBPA-OF-ALBERTA/jobs/Social-Media-Manager-0c09a16e9f30521e?fccid=720219d02c83891e&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<p>The H.B.P.A. is an organization that provides the Thoroughbred horsemen with an authoritative, united voice providing representation in the conduct of Horse racing. The H.B.P.A. serves to protect and maintain the interests of the owners, trainers, and employees who have an investment in the multi-million dollar Thoroughbred Racing industry.</p>
<p>The HBPA of Alberta is searching for a dynamic social media manager to assist with promoting live racing and to showcase our equine athletes for the world to see. This individual will be energetic, self motivated and able to think for themselves. The ideal candidate will have extensive experience with Facebook, Twitter, Instagram, Tik Tok, Snapchat and Canva. The perfect candidate will also have a working knowledge of the Thoroughbred Horse racing industry and be able to present our product in a positive light.</p>
<p><b>Experience </b><br/>-proven track record of creating engaging content in channels including Blog posts, all proven social media channels and email campaigns.</p>
<p>-Highly efficient in research, writing, and editing social media posts that create an engaged audience through consistent posting of relevant materials</p>
<p>-Detail orientated and can edit and ensure proper grammar, format, Tone and style for all social media posts.</p>
<p>-ability to work collaboratively and effectively with a Board of directors, Executive Director and other staff members to develop and execute specific strategies.</p>
<p>-Results orientated self-starter with the ability to work independently when required.</p>
<p>This position will be a paid contract position for the 2022 racing season with the possibility to renew the contract for the 2023 racing season.</p>
<p>Job Type: Fixed term contract<br/>Contract length: 8 months</p>
<p>Salary: $14.00-$33.00 per hour</p>
<p>Experience:</p>
<ul>
<li>Marketing: 1 year (preferred)</li>
</ul>
<p>Expected start date: 2022-05-01</p>
</div>","['Experience -proven track record of creating engaging content in channels including Blog posts, all proven social media channels and email campaigns.', '-Highly efficient in research, writing, and editing social media posts that create an engaged audience through consistent posting of relevant materials', 'Expected start date: 2022-05-01', 'Marketing: 1 year (preferred)', 'Experience:']"
1,newhorse trainer,Kanny Ng,"Ashton, ON",https://ca.indeed.com/rc/clk?jk=41d9df2a6f990b92&fccid=b4584969b20488bf&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Equipment and Machinery Experience</b></h2>
<ul>
<li> Tractor</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Perform general farm duties</li>
<li> Operate and maintain farm machinery and equipment</li>
<li> Maintain work records and logs</li>
<li> Hire and train staff</li>
</ul>
<h2 class=""jobSectionHeader""><b> Animal Specializations</b></h2>
<ul>
<li> Thoroughbred horses</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Specialization</b></h2>
<ul>
<li> Horses</li>
</ul>
<h2 class=""jobSectionHeader""><b> Type of Farm Operations</b></h2>
<ul>
<li> Livestock</li>
<li> Horse breeding</li>
<li> Hay farming</li>
</ul>
<h2 class=""jobSectionHeader""><b> Specific Skills</b></h2>
<ul>
<li> Monitoring animal health</li>
</ul>
<h2 class=""jobSectionHeader""><b> Own Tools/Equipment</b></h2>
<ul>
<li> Safety equipment/gear</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Site Environment</b></h2>
<ul>
<li> Outdoors</li>
</ul>
<h2 class=""jobSectionHeader""><b> Transportation/Travel Information</b></h2>
<ul>
<li> Own transportation</li>
<li> Valid driver's licence</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Fast-paced environment</li>
<li> Physically demanding</li>
</ul>
<h2 class=""jobSectionHeader""><b> Ability to Supervise</b></h2>
<ul>
<li> 5-10 people</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Location Information</b></h2>
<ul>
<li> Rural area</li>
<li> Staff accommodation available</li>
</ul>
<h2 class=""jobSectionHeader""><b> Farm Supervisors Specific Skills</b></h2>
<ul>
<li> Supervise and oversee breeding and other livestock-related programs</li>
<li> Ensure farm safety and bio-security procedures are followed</li>
</ul>
<h2 class=""jobSectionHeader""><b> Specialized Livestock Workers Specific Skills</b></h2>
<ul>
<li> Train horses</li>
<li> Select livestock for sale</li>
<li> Feed inventory</li>
<li> Weaning</li>
<li> Farm animal grooming</li>
</ul>
<h2 class=""jobSectionHeader""><b> Other benefits</b></h2>
<ul>
<li> On-site housing options</li>
<li> Free parking available</li>
</ul>
<h2 class=""jobSectionHeader""><b> Screening questions</b></h2>
<ul>
<li> Do you have previous experience in this field of employment?</li>
</ul>
</div>
</div>","['Maintain work records and logs', 'Monitoring animal health', 'Operate and maintain farm machinery and equipment', 'Ensure farm safety and bio-security procedures are followed', 'Do you have previous experience in this field of employment?', 'Rural area', 'Physically demanding', 'Own transportation', 'Weaning', 'Thoroughbred horses']"
2,Standardbred Racing Internship,Woodbine,"Milton, ON",https://ca.indeed.com/rc/clk?jk=bd9d6784a83c7c7a&fccid=4169acbecf90149f&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<div>
   Our rich history is a big part of who we are. With historic roots dating back over 135 years, Woodbine is steeped in tradition. We have been the engine that drives the Ontario horse racing industry. From King’s and Queen’s trips to Canada, anniversaries and unforgettable horse races, we have been creating winning experiences for all our guests.
   <br/>
</div>
<div></div>
<br/>
<div>
   We are currently on an amazing 20-year journey to ‘build a city within a city’ and transform the largest privately held land in Toronto into one of Canada’s premiere entertainment destinations. This journey will unlock the value of approximately 700 acres of land, leading to job creation and the revitalization of our communities, while enhancing our ability to share the thrill of horse-racing and cementing our place as an entertainment powerhouse. 
  </div>
<div>
</div>
<div>
   We need dedicated people to join our cause. Be part of Woodbine Entertainment and get inspired to make work awesome!
  </div>
<div></div>
<div>
<br/> Our Values &amp; Beliefs
  </div>
<div>
</div>
<div>
    | WOW EVERY GUEST | OWN IT! | LISTEN &amp; CONNECT – PEOPLE MATTER | FUEL THE FUN &amp; PASS IT ON | TRUST IN OUR TEAM | #WE CARE | PURSUE YOUR POTENTIAL |BE BOLD| BE ALL IN |
  </div>
<div></div>
<div>
<br/> Woodbine has a new and exciting opportunity that we would like to share. We are launching our 
   <b>Standardbred Racing Internship Program </b>for our 2022 season. This is a temporary assignment and is an amazing opportunity for team members to pursue their potential and experience the thrill of horse-racing first-hand.
   <br/>
</div>
<div></div>
<br/>
<div>
   The successful incumbents will spend an exciting 16 weeks working in all facets of the Racing Department to better understand Standardbred Racing and the day-to-day running of both the Racing Operations and our Race Office. This program aims to expose team members to the world of racing to learn more about the industry and possibly open the door for more career opportunities in the future. The hourly wage rate for this internship will be $18 per hour, working 40 hours per week.
  </div>
<div></div>
<div>
<br/> Reporting to the Senior Manager, Racing Operations, this Internship within the Standardbred Racing department will provide support to multiple areas over a 16 week period. This position will be provided with an introduction to Standardbred Racing, while learning race office management and race night operations.
   <br/>
</div>
<div></div>
<br/>
<h3 class=""jobSectionHeader""><b>Responsibilities</b></h3>
<ul>
<li> Observe the work of departmental subject matter experts and make note of best practices and main accountabilities</li>
<li> Develop and maintain a professional relationship with internal departments including Printing, Guest Experience, Marketing and Media, and external clients such as trainers, owners, and the Alcohol and Gaming Commission of Ontario</li>
<li> Assist the Race Office. Duties may include, but will not be limited to, taking horse entries from trainers/owners for races. Ensure horses that have been entered into the race are not on any lists (vet, starter, and/or judges) and are able to compete in the specified race.</li>
<li> Assist the Staking Manager when needed. Duties may include, but will not be limited to, entering all nominating &amp; sustaining horses, prepare lists of horses eligible to WEG &amp; Alliance Stakes. Ensure all payments are balanced, and purses for all added money events are correct</li>
<li> Assist the Bookkeeper when needed. Duties may include, but will not be limited to, entering race results in InCompass, printing, balancing and delivering WEG &amp; Alliance cheques</li>
<li> Learn race night operations including Charter, Placing Judge as well as paddock operations</li>
<li> Assist on major race nights with owners and any requests they may have to ensure they have a world class experience on site</li>
<li> Organize and promote any major or special events as required</li>
</ul>
<h3 class=""jobSectionHeader""><b> Key Success factors</b></h3>
<ul>
<li> 1-2 years experience working in a customer service environment an asset</li>
<li> Strong organizational and administrative skills</li>
<li> Ability to exchange information clearly and concisely</li>
<li> Must have good time management and multitasking skills</li>
<li> Able to work efficiently as a part of a team as well as independently</li>
<li> Excellent customer service skills</li>
<li> Basic knowledge of Microsoft programs</li>
</ul>
<div>
    Guided by our Values and Beliefs, Woodbine Entertainment commits to providing an authentic and empowering work experience! Please reach out if you're ready to embrace change and be part of a new breed of experience while working for one of Canada’s certified Great Places to Work!
  </div>
</div>
</div>","['1-2 years experience working in a customer service environment an asset', 'Assist the Staking Manager when needed. Duties may include, but will not be limited to, entering all nominating & sustaining horses, prepare lists of horses eligible to WEG & Alliance Stakes. Ensure all payments are balanced, and purses for all added money events are correct', 'Assist the Race Office. Duties may include, but will not be limited to, taking horse entries from trainers/owners for races. Ensure horses that have been entered into the race are not on any lists (vet, starter, and/or judges) and are able to compete in the specified race.', 'Able to work efficiently as a part of a team as well as independently', 'Assist the Bookkeeper when needed. Duties may include, but will not be limited to, entering race results in InCompass, printing, balancing and delivering WEG & Alliance cheques', 'Must have good time management and multitasking skills', 'Basic knowledge of Microsoft programs', 'Develop and maintain a professional relationship with internal departments including Printing, Guest Experience, Marketing and Media, and external clients such as trainers, owners, and the Alcohol and Gaming Commission of Ontario', 'Strong organizational and administrative skills', 'Organize and promote any major or special events as required', 'Observe the work of departmental subject matter experts and make note of best practices and main accountabilities', 'Assist on major race nights with owners and any requests they may have to ensure they have a world class experience on site']"
3,Thoroughbred Racing Internship,Woodbine,"Etobicoke, ON",https://ca.indeed.com/rc/clk?jk=f15b98c61829c250&fccid=4169acbecf90149f&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><div>Our rich history is a big part of who we are. With historic roots dating back over 135 years, Woodbine is steeped in tradition. We have been the engine that drives the Ontario horse racing industry. From King’s and Queen’s trips to Canada, anniversaries and unforgettable horse races, we have been creating winning experiences for all our guests.<br/>
</div><div></div><br/>
<div>We are currently on an amazing 20-year journey to ‘build a city within a city’ and transform the largest privately held land in Toronto into one of Canada’s premiere entertainment destinations. This journey will unlock the value of approximately 700 acres of land, leading to job creation and the revitalization of our communities, while enhancing our ability to share the thrill of horse-racing and cementing our place as an entertainment powerhouse.
</div><div>
</div><div>We need dedicated people to join our cause. Be part of Woodbine Entertainment and get inspired to make work awesome!</div><div></div><div><br/>
Our Values &amp; Beliefs</div><div>
</div><div>
| WOW EVERY GUEST | OWN IT! | LISTEN &amp; CONNECT – PEOPLE MATTER | FUEL THE FUN &amp; PASS IT ON | TRUST IN OUR TEAM | #WE CARE | PURSUE YOUR POTENTIAL |BE BOLD| BE ALL IN |</div><div></div><div><br/>
Woodbine has an exciting opportunity available in the Thoroughbred Racing Department. After a very successful first year, we are opening the Thoroughbred Racing Internship Program for 2022. This is a temporary assignment open to internal and external candidates to experience the thrill of horse racing first hand while pursuing your potential.</div><div></div><div><br/>
The successful incumbents will spend an exciting 16 weeks working in all facets of the Racing Department to better understand Thoroughbred Racing and the day-to-day running of both the Racing Operations and our Race Office. This program aims to expose those interested in working in the equine industry to learn more about the thoroughbred racing industry and possibly open the door for more career opportunities in the future. The hourly wage rate for this internship will be $18 per hour, working 40 hours per week.</div><div>
</div><div>
We will also be posting a similar opportunity for our Standardbred Team in the coming months so stay tuned.
</div><div></div><h3 class=""jobSectionHeader""><b>Duties:</b></h3><ul><li>
Observe the work of departmental subject matter experts and make note of best practices and main accountabilities</li><li>
Assist with entries for the race card, which includes confirming race information, ensuring eligibility, applying applicable AGCO regulations and communicating with owners and trainers</li><li>
Greeting and directing office visitors, drafting routine correspondence, meeting minutes and basic spreadsheets.</li><li>
Maintain a professional relationship with internal departments including Printing, Guest Experience, Marketing and Media, and external clients such as trainers, owners, the Alcohol and Gaming Commission of Ontario, jockeys, and agents</li><li>
Assist with horse concierge program particularly on major race days</li><li>
Implementation and production of various statistical reports as required by management</li><li>
Act as a Racing Ambassador by providing information to owners on licensing requirements and horse certificates</li><li>
Assist with conducting barn audits and provide support to Racing Surfaces team as required</li><li>
Other related duties as assigned</li></ul><h3 class=""jobSectionHeader""><b>
Key Success Factors</b></h3><ul><li>
High School degree or relevant knowledge of the Racing Industry</li><li>
A passion to learn more about the horse racing industry</li><li>
Basic skills in Microsoft Suite</li><li>
Demonstrated collaborative skills and ability to work well within a team</li><li>
Ability to prioritize, multi-task and manage multiple projects in a fast-paced environment</li><li>
Strong attention to detail</li><li>
Strong organizational and administrative skills</li><li>
Ability to exchange information clearly and concisely</li><li>
Flexibility to work different hours and days as needed for the internship, including weekends and holidays.
</li><li>Internship includes working indoors and outdoors depending on the work area during placement.</li></ul><div></div><div><b><br/>
Program Overview</b></div><div></div><div><b><br/>
Introduction to TB Racing – 1 week</b></div><div></div><ul><li><br/>
History and Culture of Racing</li><li>
Safety around Horses with backstretch tours</li><li>
Racing structure breakdown with a meet and greet in each area</li><li>
The lifecycle of a TB Racehorse with a discussion on Equine Welfare as well as a farm tour</li></ul><div></div><div><b><br/>
Race Office – 8 weeks</b></div><div></div><ul><li><br/>
Race Office Front Desk – learn essential tasks and day to day requirements of horse racing stakeholders</li><li>
Race Office Clerk/Data Entry – learn the InCompass System, take entries and get familiar with process to ensure all horses are eligible to race</li><li>
Assistant Race Secretary – learn the role of the Assistant Racing Secretary and the process of putting together a racing program and preparing the race card</li><li>
Stakes Manager – will learn how stakes nominations are obtained and the day to day running of the stakes department to create the stakes program</li><li>
Race Secretary – will learn the day to day responsibilities including how to create a condition book and decisions on which races are to be carded daily</li></ul><div></div><div><b><br/>
Horse and Race Logistics - 2 Weeks</b></div><div></div><ul><li><br/>
Stall Office Management – will learn the day to day operations of the Stall Office</li><li>
Clockers – will work with the clockers to see how the horses are timed during morning workouts and the job of the sheet writer</li><li>
Start Gate – will view the day to day work done by the Head Starter and his crew. This will be viewed at both morning training hours and race hours</li><li>
Track Surfaces – will follow the track surfaces team during morning training hours to see work done on tracks to prepare for racing and upkeep of other surfaces</li></ul><div></div><ul><li><b><br/>
Racing Operations – 5 weeks</b></li><li>
Racing Concierge Services – learn how to provide a winning experience to Owners and Trainers</li><li>
Clerk of Scales/ Jockey Room – will learn the work of the Clerk of the Scales and respective team which includes ensuring the Jockey’s Room is prepared for each day of racing and all rules and regulations are followed during each race day</li><li>
Paddock operations (Placing Judge/ Paddock Judge/Horse ID) – Learn day to day responsibilities of each position</li><li>
Racing Operations Senior Manager – learn position’s day to day responsibilities including the importance of Equine Welfare as it pertains to the racing industry</li></ul><div></div><div><br/>
Guided by our Values and Beliefs, Woodbine Entertainment commits to providing an authentic and empowering work experience! Please reach out if you're ready to embrace change and be part of a new breed of experience while working for one of Canada’s certified Great Places to Work!</div></div></div>","['Assist with horse concierge program particularly on major race days', 'Demonstrated collaborative skills and ability to work well within a team', 'Paddock operations (Placing Judge/ Paddock Judge/Horse ID) – Learn day to day responsibilities of each position', 'Other related duties as assigned', 'Assist with entries for the race card, which includes confirming race information, ensuring eligibility, applying applicable AGCO regulations and communicating with owners and trainers', 'Assist with conducting barn audits and provide support to Racing Surfaces team as required', 'Basic skills in Microsoft Suite', 'Racing Concierge Services – learn how to provide a winning experience to Owners and Trainers', 'Strong attention to detail', 'Strong organizational and administrative skills', 'Observe the work of departmental subject matter experts and make note of best practices and main accountabilities', 'Maintain a professional relationship with internal departments including Printing, Guest Experience, Marketing and Media, and external clients such as trainers, owners, the Alcohol and Gaming Commission of Ontario, jockeys, and agents']"
4,newRacing Coordinator,Woodbine,"Milton, ON",https://ca.indeed.com/rc/clk?jk=b4a938451233128f&fccid=4169acbecf90149f&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<div>
   Our rich history is a big part of who we are. With historic roots dating back over 135 years, Woodbine is steeped in tradition. We have been the engine that drives the Ontario horse racing industry. From King’s and Queen’s trips to Canada, anniversaries and unforgettable horse races, we have been creating winning experiences for all our guests.
   <br/>
</div>
<div></div>
<br/>
<div>
   We are currently on an amazing 20-year journey to ‘build a city within a city’ and transform the largest privately held land in Toronto into one of Canada’s premiere entertainment destinations. This journey will unlock the value of approximately 700 acres of land, leading to job creation and the revitalization of our communities, while enhancing our ability to share the thrill of horse-racing and cementing our place as an entertainment powerhouse. 
  </div>
<div>
</div>
<div>
   We need dedicated people to join our cause. Be part of Woodbine Entertainment and get inspired to make work awesome!
  </div>
<div></div>
<div>
<br/> Our Values &amp; Beliefs
  </div>
<div>
</div>
<div>
    | WOW EVERY GUEST | OWN IT! | LISTEN &amp; CONNECT – PEOPLE MATTER | FUEL THE FUN &amp; PASS IT ON | TRUST IN OUR TEAM | #WE CARE | PURSUE YOUR POTENTIAL |BE BOLD| BE ALL IN |
  </div>
<div></div>
<div>
<br/> JOB SUMMARY
  </div>
<div></div>
<div>
<br/> Reporting to the Racing Secretary, The purpose of this position is to take entries for race cards, which includes ensuring confirming race information, ensuring eligibility, communicating with owners and trainers, operating the race office during live racing. This This position will also assist in backfilling key roles in the department including, but not limited to, Charter and Placing Judge.
  </div>
<div></div>
<div>
<br/> KEY RESPONSIBILITIES:
  </div>
<div></div>
<ul>
<li><br/> Responsible for taking horse entries from trainers/owners for races via telephone or direct face to face contact. Use information from condition sheet to confirm race information (race date &amp; condition eligibility)</li>
<li>Ensure horses that have been entered into the race are not on any lists (vet, starter, and/or judges) and are able to compete in the specified race.</li>
<li>Once the race draw is complete, responsible for ensuring that all horses have been assigned a post position and race number, and that all information for the horse/race is accurate.</li>
<li>Contact trainers directly should any discrepancies or problems with entry arise.</li>
<li>Assist with producing an “overnight”; a listing of specific race information, and ensure enough supply is available for customers, owners, trainers.</li>
<li>Responsible for analyzing past performances for each horse, ensuring that each entry is eligible to race and that they are adhering to Alcohol and Gaming Commission of Ontario guidelines.</li>
<li>Using InCompass ensure accounts have been created for each horse, trainer, driver, owner</li>
<li>Fill in as required for Charter &amp; Placing Judge</li>
<li>Prepare the race charts for the evening noting driver changes, claims, track condition, mutuel prices and temperature.</li>
<li>Chart each horse’s position during racing using binoculars, voice recorder and or television monitor or using Woodbine’s GPS tracking system</li>
<li>Work with the Alcohol and Gaming Commission of Ontario to confirm any scratches, ensuring regulations are being followed.</li>
<li>Maintain a professional relationship with internal departments including Printing, Customer Services, Marketing and Media, and external clients such as trainers, drivers, owners and the Alcohol and Gaming Commission of Ontario.</li>
<li>Lead by example, to exhibit, encourage and motivate WEG’s Values and Beliefs</li>
</ul>
<div></div>
<div>
<br/> Qualifications:
  </div>
<div></div>
<div>
<br/> Knowledge
  </div>
<ul>
<li>General to advanced knowledge of the horse racing industry</li>
<li>General knowledge of horse racing rules and regulations</li>
<li>Shall obtain proper Licenses as required to fulfill the function under the AGCO rules</li>
</ul>
<div></div>
<div>
<br/> Skills
  </div>
<ul>
<li>Advance attention to detail.</li>
<li>General communication, interpersonal and organizational skills are required to interact effectively with all levels of staff, horse trainers and owners.</li>
<li>General computer skills in a Windows environment</li>
<li>General ability to work in a fast-paced, team environment.</li>
</ul>
<div></div>
<div>
<br/> Education &amp; Experience
  </div>
<ul>
<li>Ontario Secondary School Diploma</li>
<li>1-2 years office experience</li>
</ul>
<div></div>
<div>
<br/> Guided by our Values and Beliefs, Woodbine Entertainment commits to providing an authentic and empowering work experience! Please reach out if you're ready to embrace change and be part of a new breed of experience while working for one of Canada’s certified Great Places to Work!
  </div>
</div>
</div>","['Advance attention to detail.', 'General computer skills in a Windows environment', 'Prepare the race charts for the evening noting driver changes, claims, track condition, mutuel prices and temperature.', 'General ability to work in a fast-paced, team environment.', 'General knowledge of horse racing rules and regulations', 'Responsible for analyzing past performances for each horse, ensuring that each entry is eligible to race and that they are adhering to Alcohol and Gaming Commission of Ontario guidelines.', 'Ensure horses that have been entered into the race are not on any lists (vet, starter, and/or judges) and are able to compete in the specified race.', 'Maintain a professional relationship with internal departments including Printing, Customer Services, Marketing and Media, and external clients such as trainers, drivers, owners and the Alcohol and Gaming Commission of Ontario.', 'Work with the Alcohol and Gaming Commission of Ontario to confirm any scratches, ensuring regulations are being followed.', 'Assist with producing an “overnight”; a listing of specific race information, and ensure enough supply is available for customers, owners, trainers.', 'Using InCompass ensure accounts have been created for each horse, trainer, driver, owner', 'General communication, interpersonal and organizational skills are required to interact effectively with all levels of staff, horse trainers and owners.', '1-2 years office experience', 'General to advanced knowledge of the horse racing industry', 'Responsible for taking horse entries from trainers/owners for races via telephone or direct face to face contact. Use information from condition sheet to confirm race information (race date & condition eligibility)', 'Shall obtain proper Licenses as required to fulfill the function under the AGCO rules', 'Fill in as required for Charter & Placing Judge', 'Lead by example, to exhibit, encourage and motivate WEG’s Values and Beliefs']"
5,Race Office Associate,Woodbine,"Milton, ON",https://ca.indeed.com/rc/clk?jk=f4cc2096e01da7c8&fccid=4169acbecf90149f&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<div>
   Our rich history is a big part of who we are. With historic roots dating back over 135 years, Woodbine is steeped in tradition. We have been the engine that drives the Ontario horse racing industry. From King’s and Queen’s trips to Canada, anniversaries and unforgettable horse races, we have been creating winning experiences for all our guests.
   <br/>
</div>
<div></div>
<br/>
<div>
   We are currently on an amazing 20-year journey to ‘build a city within a city’ and transform the largest privately held land in Toronto into one of Canada’s premiere entertainment destinations. This journey will unlock the value of approximately 700 acres of land, leading to job creation and the revitalization of our communities, while enhancing our ability to share the thrill of horse-racing and cementing our place as an entertainment powerhouse. 
  </div>
<div>
</div>
<div>
   We need dedicated people to join our cause. Be part of Woodbine Entertainment and get inspired to make work awesome!
  </div>
<div></div>
<div>
<br/> Our Values &amp; Beliefs
  </div>
<div>
</div>
<div>
    | WOW EVERY GUEST | OWN IT! | LISTEN &amp; CONNECT – PEOPLE MATTER | FUEL THE FUN &amp; PASS IT ON | TRUST IN OUR TEAM | #WE CARE | PURSUE YOUR POTENTIAL |BE BOLD| BE ALL IN |
  </div>
<div></div>
<div>
<b><br/> JOB SUMMARY</b>
</div>
<div>
</div>
<div>
    Reporting to the Racing Secretary, The purpose of this position is to take horse entries for the race card, which includes confirming race information, ensuring eligibility, applying applicable AGCO regulations and communicating with owners and trainers. This position is also responsible for assisting both the Horsemen’s Bookkeeper as well as the Stakes Manager.
  </div>
<div>
</div>
<div>
<b> KEY RESPONSIBILITIES:</b>
</div>
<div>
<b> </b>
</div>
<ul>
<li> Responsible for taking horse entries from trainers/owners for races. Use information from condition sheet to confirm race information (race date &amp; condition eligibility)</li>
<li> Ensure horses that have been entered into the race are not on any lists (vet, starter, and/or judges) and are able to compete in the specified race. </li>
<li> Responsible for ensuring that all horses have been assigned a post position and race number, and that all information for the horse/race is accurate once the race draw is complete. </li>
<li> Contact trainers directly should any discrepancies or problems with entry arise.</li>
<li> Assist with producing an “overnight”; a listing of specific race information, and ensure enough supply is available for customers, owners, and trainers. </li>
<li> Responsible for analyzing past performances for each horse, ensuring that each entry is eligible to race and that they are adhering to Alcohol and Gaming Commission of Ontario guidelines. </li>
<li> Using InCompass to ensure accounts have been created for each horse, trainer, driver and owner</li>
<li> Work with the Alcohol and Gaming Commission of Ontario to confirm any scratches, ensuring regulations are being followed.</li>
<li> Maintain a professional relationship with internal departments including Printing, Customer Services, Marketing and Media, and external clients such as trainers, drivers, owners and the Alcohol and Gaming Commission of Ontario.</li>
<li> Assist Horsemen’s Bookkeeper when required. Duties may include, but will not be limited to, entering race results in InCompass, printing, balancing and delivering WEG &amp; Alliance cheques. Maintain Horsemen’s account in the absence of the Horsemen’s Bookkeeper.</li>
<li> Assist the Stakes Manager when needed. Duties may include, but will not be limited to, entering all nominating &amp; sustaining horses, and preparing lists of horses eligible for WEG &amp; Alliance Stakes. Ensure all payments are balanced, and purses for all added money events are correct.</li>
<li> Lead by example, to exhibit, encourage and motivate WEG’s Values and Beliefs</li>
</ul>
<div></div>
<div>
<b><br/> Knowledge</b>
</div>
<ul>
<li> General to advanced knowledge of the horse racing industry </li>
<li> General knowledge of horse racing rules and regulations</li>
</ul>
<div>
</div>
<div>
<b> Skills</b>
</div>
<ul>
<li> Advance attention to detail. </li>
<li> General communication, interpersonal and organizational skills are required to interact effectively with all levels of staff, horse trainers and owners. </li>
<li> General computer skills in a Windows environment </li>
<li> General ability to work in a fast-paced, team environment.</li>
</ul>
<div>
</div>
<div>
<b> Education &amp; Experience</b>
</div>
<ul>
<li> Ontario Secondary School Diploma </li>
<li> 1-2 years of office experience</li>
<li> AGCO License</li>
</ul>
<div>
</div>
<div>
    Guided by our Values and Beliefs, Woodbine Entertainment commits to providing an authentic and empowering work experience! Please reach out if you're ready to embrace change and be part of a new breed of experience while working for one of Canada’s certified Great Places to Work!
  </div>
</div>
</div>","['Assist the Stakes Manager when needed. Duties may include, but will not be limited to, entering all nominating & sustaining horses, and preparing lists of horses eligible for WEG & Alliance Stakes. Ensure all payments are balanced, and purses for all added money events are correct.', 'Responsible for ensuring that all horses have been assigned a post position and race number, and that all information for the horse/race is accurate once the race draw is complete.', 'Responsible for taking horse entries from trainers/owners for races. Use information from condition sheet to confirm race information (race date & condition eligibility)', 'Responsible for analyzing past performances for each horse, ensuring that each entry is eligible to race and that they are adhering to Alcohol and Gaming Commission of Ontario guidelines.', 'Using InCompass to ensure accounts have been created for each horse, trainer, driver and owner', 'Maintain a professional relationship with internal departments including Printing, Customer Services, Marketing and Media, and external clients such as trainers, drivers, owners and the Alcohol and Gaming Commission of Ontario.', '1-2 years of office experience']"
