,Unnamed: 0,title,company,location,link,description,skills
0,0,plasterer,Euro Marble Tiles and Granite,"Edmonton, AB",https://ca.indeed.com/rc/clk?jk=584510be8d4f1470&fccid=a2a15ad8b0100c11&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Credentials (certificates, licences, memberships, courses, etc.)</b></h2>
<ul>
<li> Not required</li>
<li> Not applicable</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Work at heights, on scaffolding or swing stages</li>
<li> Read and interpret blueprints, maps, drawings and specifications</li>
<li> Instruct apprentices</li>
<li> Estimate costs and materials</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Setting</b></h2>
<ul>
<li> Residential</li>
<li> Commercial</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Site Environment</b></h2>
<ul>
<li> Noisy</li>
<li> Dusty</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Handling heavy loads</li>
<li> Physically demanding</li>
<li> Standing for extended periods</li>
<li> Bending, crouching, kneeling</li>
</ul>
<h2 class=""jobSectionHeader""><b> Plasterer Specific Skills</b></h2>
<ul>
<li> Mix plaster ingredients to desired consistency</li>
<li> Clean and prepare surfaces</li>
<li> Finish corners and angles and create decorative designs in finish coat, if required</li>
<li> Mould and install ornamental plaster panels, cornices and trim</li>
</ul>
<h2 class=""jobSectionHeader""><b> Drywall Installer and Finisher Specific Skills</b></h2>
<ul>
<li> Measure, cut, fit and install drywall sheets</li>
<li> Fill joints, nail indentations, holes and cracks with joint compound using trowel and broad knife</li>
<li> Tape over joints using taping machine and embed tape in compound</li>
</ul>
</div>
</div>","['Standing for extended periods', 'Handling heavy loads', 'Read and interpret blueprints, maps, drawings and specifications', 'Physically demanding', 'Bending, crouching, kneeling', 'Finish corners and angles and create decorative designs in finish coat, if required']"
1,1,newDrywall / Painter Finisher,Winmar Property Restoration,"Kitchener, ON",https://ca.indeed.com/company/Winmar--Cambridge/jobs/Drywall-4bd12698d5a3d606?fccid=7a851616f6be5b2a&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<p><b>Job Title: Painter</b></p>
<p><b>Department: Operations </b></p>
<p><b>Division: Restoration </b></p>
<p><b>Reports to: Production Manager </b></p>
<p><b>Position Overview </b></p>
<p>Reporting to the Production Manager, the Painter position works under our construction division completing restoration work for both residential and commercial properties.</p>
<p><b>Job Duties </b></p>
<ul>
<li>Setup and teardown of job related materials including poly containment and drop sheets as required to accommodate work</li>
<li>Obtain colour match for various surfaces</li>
<li>Apply paint and/or lacquer to multiple surfaces, to include but not limited to, drywall, ceilings, baseboards, casings, doors, etc.</li>
<li>Smoothes surfaces and removes old paint from surfaces to prepare them for painting</li>
<li>Fills nail holes, cracks, and joints with caulk, putty, plaster, or other filler</li>
<li>Selects premixed paints, or mixes required portions of pigment, oil, and thinning and drying substances to prepare paint that matches specified colors</li>
<li>Removes fixtures such as pictures and electric switch covers from walls prior to painting</li>
<li>Spreads drop cloths over floors and room furnishings and covers surfaces such as baseboards, door frames, and windows with masking tape and paper to protect surfaces during painting</li>
<li>Paints surfaces with brushes, spray gun, or paint rollers</li>
<li>Simulates wood grain, marble, brick, or tiles effects</li>
<li>Applies paint with cloth, brush, sponge, or fingers to create special effects</li>
<li>Erects scaffolding or sets up ladders to perform tasks above ground level</li>
<li>Maintain a clean and hazard free job site</li>
<li>Maintain and clean equipment as required</li>
<li>Provide excellent customer service</li>
<li>Work under time constraints to meet specific timelines</li>
<li>Ensure attention to detail and keen sense of safeguarding other people’s property and information</li>
<li>Participates in and demonstrates an understanding of safety principles and practices; follows all safety policies and procedures to support a safe working environment, including safe operation of machines and equipment</li>
<li>Comply with all <b>WINMAR® </b>policies and procedures, as well as legislative requirements</li>
<li>Proactively communicate job site conditions and concerns that may, or are affecting completion of job to the appropriate person</li>
<li>This role could be required to act as a “lead” periodically as designated by their manager</li>
</ul>
<p>JD: PAINTER Rev 1.1 07/01/2017</p>
<ul>
<li>Attend all <b>WINMAR® </b>sponsored training courses</li>
</ul>
<p><b>Qualifications </b></p>
<ul>
<li>2+ years experience in related field</li>
<li>Construction / Restoration / Insurance experience preferred</li>
<li>Comprehensive understanding of customer service, principles, and practices</li>
<li>Eligible to operate a motor vehicle per <b>WINMAR®’s </b>vehicle policy</li>
<li>Ability to work within a team or independently as needed</li>
<li>Strong written and verbal communication skills</li>
<li>Proven ability to multi-task in a fast-paced environment</li>
<li>Basic computer and/or tablet/iPad experience</li>
<li>Willing to work evenings, on call and weekends when requested</li>
<li>Periodic travel may be required</li>
<li>Criminal Record Check</li>
</ul>
<p><b>Physical Demands </b></p>
<ul>
<li>Frequent lifting from 5-40 lbs, unassisted (from 35-65% of the time)</li>
<li>Occasional lifting from 41 lbs +, assisted (up to 50% of the time)</li>
<li>Access and mobility in tight spaces</li>
<li>Fit Testing – half and full-face mask as needed, annual certification required</li>
<li>Working at Heights - over 5 feet, periodically</li>
<li>Sustained periods of standing, sitting, walking, bending, and kneeling</li>
</ul>
<p><b>Disclaimer </b></p>
<p>The statements herein are intended to describe the general nature and level of work being performed by employees and are not to be construed as an exhaustive list of responsibilities, duties and skills required of personnel so classified.</p>
<p>Employee Signature Date</p>
<p>Employer Signature Date</p>
<p><b>ACCESSIBILITY STATEMENT (AODA IN ONTARIO) </b></p>
<p><b>WINMAR® (Canada) International, Ltd. </b>is committed to providing a barrier-free work environment in concert with the provincial guidelines for accessibility (Accessibility for Ontarians with Disabilities Act and the Ontario Human Rights Code, Ontario Only). As such, <b>WINMAR® (Canada) </b></p>
<p><b>International, Ltd. </b>will make accommodations available to applicants with disabilities upon request during the recruitment process.</p>
<p><b>HUMAN RIGHTS STATEMENT </b></p>
<p><b>WINMAR® (Canada) International, Ltd. </b>strives to ensure that its employment practices are free from direct and indirect discrimination and is committed to upholding the human rights of those participating in the hiring process. In pursuit of this commitment, <b>WINMAR® (Canada) </b></p>
<p><b>International, Ltd. </b>will not condone or tolerate any acts of discrimination or harassment under any of the grounds protected under human rights legislation. This commitment extends to the hiring process and throughout the course of employment.</p>
<p><b>Wage: $20.00- $25.00/hr - depending on experience &amp; skill level</b></p>
<p>Job Type: Full-time</p>
<p>Salary: $20.00-$25.00 per hour</p>
<p>Additional pay:</p>
<ul>
<li>Overtime pay</li>
</ul>
<p>Schedule:</p>
<ul>
<li>8 hour shift</li>
</ul>
<p>Application deadline: 2022-05-16<br/>Expected start date: 2022-05-16</p>
</div>","['Additional pay:', 'Maintain a clean and hazard free job site', 'Proactively communicate job site conditions and concerns that may, or are affecting completion of job to the appropriate person', 'Provide excellent customer service', 'Strong written and verbal communication skills', 'Willing to work evenings, on call and weekends when requested', 'Comply with all WINMAR® policies and procedures, as well as legislative requirements', '2+ years experience in related field', 'WINMAR® (Canada) International, Ltd. is committed to providing a barrier-free work environment in concert with the provincial guidelines for accessibility (Accessibility for Ontarians with Disabilities Act and the Ontario Human Rights Code, Ontario Only). As such, WINMAR® (Canada)', 'Occasional lifting from 41 lbs +, assisted (up to 50% of the time)', 'Periodic travel may be required', 'Apply paint and/or lacquer to multiple surfaces, to include but not limited to, drywall, ceilings, baseboards, casings, doors, etc.', 'Wage: $20.00- $25.00/hr - depending on experience & skill level', 'Comprehensive understanding of customer service, principles, and practices', 'Work under time constraints to meet specific timelines', 'Obtain colour match for various surfaces', 'Basic computer and/or tablet/iPad experience', 'Physical Demands', 'Construction / Restoration / Insurance experience preferred', 'Reporting to the Production Manager, the Painter position works under our construction division completing restoration work for both residential and commercial properties.', 'Sustained periods of standing, sitting, walking, bending, and kneeling', 'Proven ability to multi-task in a fast-paced environment', 'Ensure attention to detail and keen sense of safeguarding other people’s property and information', 'Frequent lifting from 5-40 lbs, unassisted (from 35-65% of the time)', 'Working at Heights - over 5 feet, periodically', 'Eligible to operate a motor vehicle per WINMAR®’s vehicle policy', 'Maintain and clean equipment as required', 'Attend all WINMAR® sponsored training courses']"
2,2,newStone Fabricator/Polisher,Emperor Stone,"Coquitlam, BC",https://ca.indeed.com/company/Emperor-Stone/jobs/Stone-Fabricator-Polisher-d806adc9d20c532d?fccid=ca5a1f9da5839fc6&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><p><b>Stone Finisher and Polisher</b></p><p>Emperor Stone Imports and Trades Ltd.</p><p>Position Title: Stone Finisher &amp; Polisher</p><p>Business Address: 1590 Booth Ave. Coquitlam, BC, V3K 1B9 Canada</p><p>Job Location: Coquitlam, BC</p><p>Terms of Employment: Full-Time, Permanent, shift work 40 hrs/week average</p><p>Language Requirement: English</p><p>Salary: $25.00/Hourly</p><p>Benefit: BC Medical, Extended Benefit (includes Life Insurance, Accident Death, Dependent Life Insurance, Vision, Dental Care, Long-Term Disability, Extended Health Care and Employee &amp; Family Assistance Program) and standard two weeks holidays.</p><p>NOC Group: NOC 9414</p><p>Department: Shop</p><p>Reports To: Fabrication Manager</p><p><b>GENERAL PURPOSE OF JOB</b></p><p>Responsible for the fabrication of granite and marble jobs.</p><p><b>ESSENTIAL DUTIES AND RESPONSIBILITIES</b></p><ul><li>Ability to read and understand fabrication drawings.</li><li>Maintain an efficient, clean and organized work area.</li><li>Ability to perform all types of edge work.</li><li>Ability to set up and work with router.</li><li>Ability to lay out and complete various types of bowl holes and cutouts.</li><li>Ability to hone and refinish polished faces on marble and granite.</li><li>Ability to cut or shape stone according to drawings and/or templates.</li></ul><p>SUPERVISORY RESPONSIBILITIES</p><p>This position will have no supervising responsibilities.</p><p><b>EDUCATION/EXPERIENCE</b></p><p>High school diploma or general education degree (GED); or one to two years related experience and or training; or equivalent combination of education and experience.</p><p><b>LANGUAGE SKILLS</b></p><p>Ability to read and comprehend simple instructions, short correspondence and memos. Ability to write simple correspondence. Ability to effectively present information in one-on-one and small group situations to customers, clients and other employees of the organization.</p><p><b>MATHEMATICAL SKILLS</b></p><p>Ability to add, subtract, multiply and divide in all units of measure, using whole numbers, common fractions and decimals. Ability to compute rate, ratio and percent and to draw and interpret bar graphs.</p><p><b>REASONING ABILITY</b></p><p>Ability to apply common sense understanding to carry out instructions furnished in written, oral or diagram form. Ability to deal with problems involving several concrete variables in standardized situations.</p><p><b>CERTIFICATE, LICENSES, REGISTRATIONS</b></p><p>None.</p><p><b>PHYSICAL DEMANDS</b></p><p>The position will require the following physical activities on a regular basis; Stooping, crouching, reaching, standing, sitting, walking, pushing, pulling, lifting, grasping, feeling, talking, hearing, handling and repetitive motions.</p><p>The maximum amount of weight required to be lifted will be less than 100 pounds.</p><p>There are no special vision requirements.</p><p><b>WORK ENVIRONMENT</b></p><p>Safety is a primary concern. Stone Finisher will be provided with rain gear, a dust control respirator and safety goggles, which are required. Shift work average 40hrs each week. The typical noise level for this job is loud to very loud.</p><p><b>ADDITIONAL INFORMATION</b></p><p>Job Types: Shift work 40hrs average/week, Full-time, Permanent</p><p>Salary: $25 per hour depending on experience</p><p><b>To Apply: </b></p><p>MUST State which applying job position!</p><p>Company provide masks and sanitizers, mask must be worn at all time, except lunch time and work alone.</p><p>Job Types: Full-time, Permanent</p><p>Salary: $25.00 per hour</p><p>Additional pay:</p><ul><li>Bonus pay</li><li>Overtime pay</li></ul><p>Benefits:</p><ul><li>Casual dress</li><li>Dental care</li><li>Disability insurance</li><li>Extended health care</li><li>Life insurance</li><li>Profit sharing</li><li>Store discount</li><li>Vision care</li></ul><p>Schedule:</p><ul><li>8 hour shift</li><li>Day shift</li><li>Monday to Friday</li></ul><p>COVID-19 considerations:<br/>Company provide masks and sanitizers, mask must be worn at all time, except lunch time and work alone. Company conducts weekly COVID rapid test.</p></div>","['Responsible for the fabrication of granite and marble jobs.', 'Salary: $25 per hour depending on experience', 'Additional pay:', 'High school diploma or general education degree (GED); or one to two years related experience and or training; or equivalent combination of education and experience.', 'Maintain an efficient, clean and organized work area.', 'To Apply:', 'The position will require the following physical activities on a regular basis; Stooping, crouching, reaching, standing, sitting, walking, pushing, pulling, lifting, grasping, feeling, talking, hearing, handling and repetitive motions.', 'Casual dress', 'Extended health care', 'Salary: $25.00/Hourly', 'Dental care']"
3,3,title,company,location,link,description,[]
4,4,Quartz Fabricator and Installer,The Byng Group,"Vaughan, Ontario, Canada",https://ca.linkedin.com/jobs/view/quartz-fabricator-and-installer-at-the-byng-group-3062553254?refId=qgrKCxb8gto7DbNabzWtpA%3D%3D&trackingId=VD9jbZ6SAaCV%2B2NSiHufQw%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,"
        The Byng Group is a leading interior renovation general contractor with more than 50 years' experience and a team of over 500, specializing in high-rise rental properties.<br><br>We are looking for a Full-Time quartz fabricator/Installer. With this position, you will have a great deal of opportunity to learn every day. The installer is experienced, dedicated, and reliable. In addition, he/she shows initiative and demonstrates passion for their work.<br><br><strong>Responsibilities<br></strong><ul><li> Perform Installation of quartz countertops and vanities</li><li> Cutting/polishing of Quartz in our Facility</li><li> Ensure installations are done in a safe and timely manner</li><li> Fabricating/polishing countertop edges, sides, corner radius, angles and sink cut-outs.</li><li> Read drawings and templates to determine work required</li><li> Grind, scrape, sand or polish surfaces using abrasive tools or machines</li><li> Handle large pieces of stone Granite, Marble, Quartz<br><br></li></ul><strong>Job Requirements<br></strong><ul><li> Minimum 3 years of experience in high-rise residential construction</li><li> Successful history of working in a fast-paced workplace environment</li><li> Ability to follow and complete a daily, weekly &amp; monthly task schedule</li><li> Strong organizational, communication, and time management skills</li><li> Able to operate various hand and power tools to complete projects</li><li> Proven record of quality work and attention to detail</li><li> Strong mechanical aptitude</li><li> Able to work independently and meet tight deadlines with minimal supervision</li><li> Valid G Driver’s License with a clean driving abstract<br><br></li></ul><strong>WHY CHOOSE US!<br></strong><ul><li> Annual Bonus</li><li> Extended Health Care</li><li> Vision Care</li><li> Dental Care</li><li> Company Vehicle</li><li> Supportive Team Atmosphere</li><li> #B<br><br></li></ul><strong>SALARY<br></strong><ul><li> Earn up to $25.00 - $40.00 per hour, rate is based on skillset and performance<br><br></li></ul>Powered by JazzHR<br><br>9a87X7Znwp
      ","['Fabricating/polishing countertop edges, sides, corner radius, angles and sink cut-outs.', 'Cutting/polishing of Quartz in our Facility', 'Minimum 3 years of experience in high-rise residential construction', 'Able to operate various hand and power tools to complete projects', 'Able to work independently and meet tight deadlines with minimal supervision']"
5,5,General Labour,Randstad Canada,"North York, Ontario, Canada",https://ca.linkedin.com/jobs/view/general-labour-at-randstad-canada-3047538253?refId=qgrKCxb8gto7DbNabzWtpA%3D%3D&trackingId=safUqeUmC64nalYEuz7XpA%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,"
        The Byng Group is a leading interior renovation general contractor with more than 50 years' experience and a team of over 500, specializing in high-rise rental properties.<br><br>We are looking for a Full-Time quartz fabricator/Installer. With this position, you will have a great deal of opportunity to learn every day. The installer is experienced, dedicated, and reliable. In addition, he/she shows initiative and demonstrates passion for their work.<br><br><strong>Responsibilities<br></strong><ul><li> Perform Installation of quartz countertops and vanities</li><li> Cutting/polishing of Quartz in our Facility</li><li> Ensure installations are done in a safe and timely manner</li><li> Fabricating/polishing countertop edges, sides, corner radius, angles and sink cut-outs.</li><li> Read drawings and templates to determine work required</li><li> Grind, scrape, sand or polish surfaces using abrasive tools or machines</li><li> Handle large pieces of stone Granite, Marble, Quartz<br><br></li></ul><strong>Job Requirements<br></strong><ul><li> Minimum 3 years of experience in high-rise residential construction</li><li> Successful history of working in a fast-paced workplace environment</li><li> Ability to follow and complete a daily, weekly &amp; monthly task schedule</li><li> Strong organizational, communication, and time management skills</li><li> Able to operate various hand and power tools to complete projects</li><li> Proven record of quality work and attention to detail</li><li> Strong mechanical aptitude</li><li> Able to work independently and meet tight deadlines with minimal supervision</li><li> Valid G Driver’s License with a clean driving abstract<br><br></li></ul><strong>WHY CHOOSE US!<br></strong><ul><li> Annual Bonus</li><li> Extended Health Care</li><li> Vision Care</li><li> Dental Care</li><li> Company Vehicle</li><li> Supportive Team Atmosphere</li><li> #B<br><br></li></ul><strong>SALARY<br></strong><ul><li> Earn up to $25.00 - $40.00 per hour, rate is based on skillset and performance<br><br></li></ul>Powered by JazzHR<br><br>9a87X7Znwp
      ","['Fabricating/polishing countertop edges, sides, corner radius, angles and sink cut-outs.', 'Cutting/polishing of Quartz in our Facility', 'Minimum 3 years of experience in high-rise residential construction', 'Able to operate various hand and power tools to complete projects', 'Able to work independently and meet tight deadlines with minimal supervision']"
6,6,General Labour,Randstad Canada,"North York, Ontario, Canada",https://ca.linkedin.com/jobs/view/general-labour-at-randstad-canada-3032494851?refId=qgrKCxb8gto7DbNabzWtpA%3D%3D&trackingId=fZ6084ZjvjZqjVrmO9VBcw%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,"
        The Byng Group is a leading interior renovation general contractor with more than 50 years' experience and a team of over 500, specializing in high-rise rental properties.<br><br>We are looking for a Full-Time quartz fabricator/Installer. With this position, you will have a great deal of opportunity to learn every day. The installer is experienced, dedicated, and reliable. In addition, he/she shows initiative and demonstrates passion for their work.<br><br><strong>Responsibilities<br></strong><ul><li> Perform Installation of quartz countertops and vanities</li><li> Cutting/polishing of Quartz in our Facility</li><li> Ensure installations are done in a safe and timely manner</li><li> Fabricating/polishing countertop edges, sides, corner radius, angles and sink cut-outs.</li><li> Read drawings and templates to determine work required</li><li> Grind, scrape, sand or polish surfaces using abrasive tools or machines</li><li> Handle large pieces of stone Granite, Marble, Quartz<br><br></li></ul><strong>Job Requirements<br></strong><ul><li> Minimum 3 years of experience in high-rise residential construction</li><li> Successful history of working in a fast-paced workplace environment</li><li> Ability to follow and complete a daily, weekly &amp; monthly task schedule</li><li> Strong organizational, communication, and time management skills</li><li> Able to operate various hand and power tools to complete projects</li><li> Proven record of quality work and attention to detail</li><li> Strong mechanical aptitude</li><li> Able to work independently and meet tight deadlines with minimal supervision</li><li> Valid G Driver’s License with a clean driving abstract<br><br></li></ul><strong>WHY CHOOSE US!<br></strong><ul><li> Annual Bonus</li><li> Extended Health Care</li><li> Vision Care</li><li> Dental Care</li><li> Company Vehicle</li><li> Supportive Team Atmosphere</li><li> #B<br><br></li></ul><strong>SALARY<br></strong><ul><li> Earn up to $25.00 - $40.00 per hour, rate is based on skillset and performance<br><br></li></ul>Powered by JazzHR<br><br>9a87X7Znwp
      ","['Fabricating/polishing countertop edges, sides, corner radius, angles and sink cut-outs.', 'Cutting/polishing of Quartz in our Facility', 'Minimum 3 years of experience in high-rise residential construction', 'Able to operate various hand and power tools to complete projects', 'Able to work independently and meet tight deadlines with minimal supervision']"
7,7,title,company,location,link,description,[]
8,8,plasterer,Euro Marble Tiles and Granite,Edmonton,https://glassdoor.ca/partner/jobListing.htm?pos=101&ao=1136043&s=58&guid=000001809c2de627ab5098df30999490&src=GD_JOB_AD&t=SR&vt=w&cs=1_b424314f&cb=1651887695727&jobListingId=1007642354028&jrtk=3-0-1g2e2rpiqr0rs801-1g2e2rpjgjoq9800-584510be8d4f1470-,"<div class=""tabSection p-std mt-0"" data-brandviews=""MODULE:n=jobListing-description:eid=0:jlid=1007642354028"" id=""JobDescriptionContainer""><style data-emotion-css=""1yuy9gt"">.css-1yuy9gt{display:-webkit-box;-webkit-line-clamp:10;-webkit-box-orient:vertical;overflow:hidden;}.css-1yuy9gt *{color:#505863;line-height:1.4em;}.css-1yuy9gt .ecgq1xb1{padding-left:0;}.css-1yuy9gt .ecgq1xb1 .ecgq1xb0{margin:0 0 8px 0;}.css-1yuy9gt ol,.css-1yuy9gt ul{padding-left:32px;}.css-1yuy9gt li{margin:10px;margin-bottom:5px;margin-left:20px;line-height:1.4em;}</style><div class=""css-1yuy9gt ecgq1xb4"" id=""JobDesc1007642354028""><style data-emotion-css=""58vpdc"">.css-58vpdc{margin-bottom:24px;}.css-58vpdc ul{margin:5px 0 10px 20px;}.css-58vpdc ul > br{display:none;}.css-58vpdc ul > li{margin-left:0;}.css-58vpdc li{padding:0;}</style><div class=""desc css-58vpdc ecgq1xb5""><div><h2 class=""jobSectionHeader""><b>Credentials (certificates, licences, memberships, courses, etc.)</b></h2><ul><li>
Not required</li><li>
Not applicable</li></ul><h2 class=""jobSectionHeader""><b>
Additional Skills</b></h2><ul><li>
Work at heights, on scaffolding or swing stages</li><li>
Read and interpret blueprints, maps, drawings and specifications</li><li>
Instruct apprentices</li><li>
Estimate costs and materials</li></ul><h2 class=""jobSectionHeader""><b>
Work Setting</b></h2><ul><li>
Residential</li><li>
Commercial</li></ul><h2 class=""jobSectionHeader""><b>
Work Site Environment</b></h2><ul><li>
Noisy</li><li>
Dusty</li></ul><h2 class=""jobSectionHeader""><b>
Work Conditions and Physical Capabilities</b></h2><ul><li>
Handling heavy loads</li><li>
Physically demanding</li><li>
Standing for extended periods</li><li>
Bending, crouching, kneeling</li></ul><h2 class=""jobSectionHeader""><b>
Plasterer Specific Skills</b></h2><ul><li>
Mix plaster ingredients to desired consistency</li><li>
Clean and prepare surfaces</li><li>
Finish corners and angles and create decorative designs in finish coat, if required</li><li>
Mould and install ornamental plaster panels, cornices and trim</li></ul><h2 class=""jobSectionHeader""><b>
Drywall Installer and Finisher Specific Skills</b></h2><ul><li>
Measure, cut, fit and install drywall sheets</li><li>
Fill joints, nail indentations, holes and cracks with joint compound using trowel and broad knife</li><li>
Tape over joints using taping machine and embed tape in compound</li></ul></div></div></div><style data-emotion-css=""1rzz8ht"">.css-1rzz8ht{color:#1861bf;cursor:pointer;font-size:16px;font-weight:700;margin:16px;text-align:center;}.css-1rzz8ht svg{height:12px;width:12px;}</style><div class=""css-1rzz8ht ecgq1xb2"">Show more<!-- --> <svg height=""24"" viewbox=""0 0 24 24"" width=""24"" xmlns=""http://www.w3.org/2000/svg""><path d=""M4.4 9.25l7.386 7.523a1 1 0 0 0 1.428 0L20.6 9.25c.5-.509.5-1.324 0-1.833a1.261 1.261 0 0 0-1.8 0l-6.3 6.416-6.3-6.416a1.261 1.261 0 0 0-1.8 0c-.5.509-.5 1.324 0 1.833z"" fill=""currentColor"" fill-rule=""evenodd""></path></svg></div></div>","['Residential', 'Handling heavy loads', 'Read and interpret blueprints, maps, drawings and specifications', 'Standing for extended periods', 'Mould and install ornamental plaster panels, cornices and trim', 'Physically demanding', 'Bending, crouching, kneeling', 'Finish corners and angles and create decorative designs in finish coat, if required', 'Clean and prepare surfaces', 'Instruct apprentices']"
